cq_id,domain,clause,excerpt,question,cco_elements,dup_of,dup_score,dup_stage
CQ578,Data Protection,Article 78(3),"Proceedings against a supervisory authority shall be brought before the courts of the Member State where the supervisory authority is established.""",Which obligation requires proceedings against a supervisory authority to be brought before the courts of the Member State where the authority is established?,"cco:Obligation, cco:hasAction, cco:hasObject",,,
CQ579,Data Protection,Article 78(4),"the supervisory authority shall forward that opinion or decision to the court.""",What must a supervisory authority do if proceedings are brought against its decision that was preceded by a Board opinion or decision?,"cco:Obligation, cco:hasAction, cco:hasObject",,,
CQ580,Data Protection,Article 79(1),"each data subject shall have the right to an effective judicial remedy where he or she considers that his or her rights... have been infringed...""",Which permission allows a data subject to seek judicial remedy if they believe their rights under the Regulation have been infringed by non-compliant processing?,"cco:Permission, cco:appliesUnder, cco:hasAction, cco:hasObject",,,
CQ581,Data Protection,Article 79(2),"Proceedings against a controller or a processor shall be brought before the courts of the Member State where the controller or processor has an establishment.""",Where can proceedings against a controller or processor be brought according to Article 79(2)?,"cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasObject",,,
CQ582,Data Protection,Article 79(2),"Alternatively, such proceedings may be brought before the courts of the Member State where the data subject has his or her habitual residence...""",Under what condition may proceedings against a controller or processor be brought in the Member State of the data subject's habitual residence?,"cco:Permission, cco:appliesUnder, cco:hasAction, cco:hasObject",,,
CQ583,Data Protection,Article 80(1),"The data subject shall have the right to mandate a not-for-profit body... to lodge the complaint on his or her behalf, to exercise the rights referred to in Articles 77, 78 and 79...""","Which obligation allows a data subject to mandate a not-for-profit body to exercise rights on their behalf under Articles 77, 78, and 79?","cco:Permission, cco:appliesToRole, cco:hasAction, cco:hasObject",,,
CQ584,Data Protection,Article 80(2),"has the right to lodge, in that Member State, a complaint... and to exercise the rights referred to in Articles 78 and 79 if it considers that the rights of a data subject... have been infringed...""",What right does a not-for-profit body have independently of a data subject's mandate under Article 80(2)?,"cco:Permission, cco:appliesToRole, cco:appliesUnder, cco:hasAction",,,
CQ585,Data Protection,Article 81(1),"it shall contact that court in the other Member State to confirm the existence of such proceedings.""",What must a competent court do if it has information about pending proceedings in another Member State concerning the same processing?,"cco:Obligation, cco:hasAction, cco:hasObject",,,
CQ586,Data Protection,Article 81(2),"any competent court other than the court first seized may suspend its proceedings.""",Under what condition may a court other than the court first seized suspend its proceedings?,"cco:Permission, cco:appliesUnder, cco:hasAction",,,
CQ587,Data Protection,Article 81(3),"any court other than the court first seized may also, on the application of one of the parties, decline jurisdiction if the court first seized has jurisdiction...""",Under what condition may a court decline jurisdiction in favor of the court first seized?,"cco:Permission, cco:appliesUnder, cco:hasAction",,,
CQ588,Data Protection,Article 82(1),"Any person who has suffered material or non-material damage... shall have the right to receive compensation from the controller or processor for the damage suffered.""",Which obligation grants a person the right to compensation for material or non-material damage resulting from an infringement of the Regulation?,"cco:Permission, cco:hasAction, cco:hasObject",,,
CQ589,Data Protection,Article 82(2),"Any controller involved in processing shall be liable for the damage caused by processing which infringes this Regulation.""",Who is liable for damage caused by processing that infringes the Regulation?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ590,Data Protection,Article 82(2),"A processor shall be liable for the damage caused by processing only where it has not complied with obligations... or where it has acted outside or contrary to lawful instructions...""",Under what condition is a processor liable for damage caused by processing?,"cco:Obligation, cco:appliesToRole, cco:appliesUnder, cco:hasAction",,,
CQ591,Data Protection,Article 82(3),"A controller or processor shall be exempt from liability under paragraph 2 if it proves that it is not in any way responsible for the event giving rise to the damage.""",When can a controller or processor be exempt from liability for damage?,"cco:Exception, cco:hasCondition, cco:hasConditionExpression, cco:hasException, cco:modifiesNorm",,,
CQ592,Data Protection,Article 82(4),"each controller or processor shall be held liable for the entire damage in order to ensure effective compensation of the data subject.""",Which obligation makes multiple controllers or processors jointly liable for full damage to ensure effective compensation?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ593,Data Protection,Article 82(5),"that controller or processor shall be entitled to claim back from the other controllers or processors involved... that part of the compensation corresponding to their part of responsibility...""",What right does a controller or processor have after paying full compensation under Article 82(4)?,"cco:Permission, cco:hasAction, cco:hasObject",,,
CQ594,Data Protection,Article 82(6),"Court proceedings for exercising the right to receive compensation shall be brought before the courts competent under the law of the Member State referred to in Article 79(2).""",Before which courts must proceedings for compensation be brought under Article 82(6)?,"cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasObject",,,
CQ595,Data Protection,Article 83(1),"the imposition of administrative fines... shall in each individual case be effective, proportionate and dissuasive.""",What general conditions must administrative fines meet when imposed by a supervisory authority?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
